21,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1105, 1568), (1151, 1568), (1151, 1640), (1105, 1640), (1105, 1568)]",Airplane
22,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1169, 1546), (1218, 1546), (1218, 1614), (1169, 1614), (1169, 1546)]",Airplane
23,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1243, 1521), (1287, 1521), (1287, 1588), (1243, 1588), (1243, 1521)]",Airplane
24,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1503, 1404), (1565, 1404), (1565, 1474), (1503, 1474), (1503, 1404)]",Airplane
25,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1633, 1341), (1697, 1341), (1697, 1418), (1633, 1418), (1633, 1341)]",Airplane
26,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2322, 1163), (2381, 1163), (2381, 1237), (2322, 1237), (2322, 1163)]",Airplane
27,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1953, 1305), (2016, 1305), (2016, 1359), (1953, 1359), (1953, 1305)]",Airplane
28,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1767, 1522), (1834, 1522), (1834, 1574), (1767, 1574), (1767, 1522)]",Airplane
29,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1199, 1982), (1260, 1982), (1260, 2040), (1199, 2040), (1199, 1982)]",Airplane
30,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1013, 1820), (1093, 1820), (1093, 1875), (1013, 1875), (1013, 1820)]",Airplane
31,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1329, 1928), (1405, 1928), (1405, 1987), (1329, 1987), (1329, 1928)]",Airplane
32,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1883, 1707), (1947, 1707), (1947, 1763), (1883, 1763), (1883, 1707)]",Airplane
33,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2034, 1510), (2102, 1510), (2102, 1566), (2034, 1566), (2034, 1510)]",Airplane
34,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2003, 1437), (2072, 1437), (2072, 1493), (2003, 1493), (2003, 1437)]",Airplane
35,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(1978, 1377), (2038, 1377), (2038, 1427), (1978, 1427), (1978, 1377)]",Airplane
36,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2170, 1162), (2230, 1162), (2230, 1219), (2170, 1219), (2170, 1162)]",Airplane
37,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2249, 1381), (2313, 1381), (2313, 1430), (2249, 1430), (2249, 1381)]",Airplane
38,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2277, 1450), (2340, 1450), (2340, 1503), (2277, 1503), (2277, 1450)]",Airplane
39,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2309, 1526), (2368, 1526), (2368, 1570), (2309, 1570), (2309, 1526)]",Airplane
40,74d335db-bf64-424a-88d7-5c24625c50b1.jpg,"[(2339, 1593), (2398, 1593), (2398, 1644), (2339, 1644), (2339, 1593)]",Airplane
41,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1821, 97), (1921, 97), (1921, 186), (1821, 186), (1821, 97)]",Airplane
42,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(2017, 197), (2097, 197), (2097, 282), (2017, 282), (2017, 197)]",Airplane
43,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1709, 318), (1809, 318), (1809, 441), (1709, 441), (1709, 318)]",Airplane
44,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1827, 388), (1907, 388), (1907, 481), (1827, 481), (1827, 388)]",Airplane
45,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1924, 445), (1979, 445), (1979, 527), (1924, 527), (1924, 445)]",Airplane
46,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1832, 705), (1923, 705), (1923, 776), (1832, 776), (1832, 705)]",Airplane
47,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1756, 648), (1826, 648), (1826, 746), (1756, 746), (1756, 648)]",Airplane
48,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(1593, 1322), (1759, 1322), (1759, 1449), (1593, 1449), (1593, 1322)]",Airplane
49,4e8c95f3-bbb6-4e2f-920d-8d3b2bd1d29f.jpg,"[(2038, 1112), (2097, 1112), (2097, 1190), (2038, 1190), (2038, 1112)]",Airplane
50,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(8, 332), (180, 332), (180, 516), (8, 516), (8, 332)]",Airplane
51,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(2, 894), (171, 894), (171, 1066), (2, 1066), (2, 894)]",Airplane
52,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(5, 1125), (188, 1125), (188, 1315), (5, 1315), (5, 1125)]",Airplane
53,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(9, 1382), (166, 1382), (166, 1545), (9, 1545), (9, 1382)]",Airplane
54,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(8, 1594), (168, 1594), (168, 1759), (8, 1759), (8, 1594)]",Airplane
55,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(4, 1796), (191, 1796), (191, 1975), (4, 1975), (4, 1796)]",Airplane
56,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(530, 1778), (716, 1778), (716, 1952), (530, 1952), (530, 1778)]",Airplane
57,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(501, 1374), (709, 1374), (709, 1553), (501, 1553), (501, 1374)]",Airplane
58,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(512, 865), (718, 865), (718, 1042), (512, 1042), (512, 865)]",Airplane
59,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(529, 591), (706, 591), (706, 751), (529, 751), (529, 591)]",Airplane
60,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(962, 343), (1136, 343), (1136, 512), (962, 512), (962, 343)]",Airplane
61,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(968, 559), (1170, 559), (1170, 777), (968, 777), (968, 559)]",Airplane
62,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(964, 844), (1174, 844), (1174, 1051), (964, 1051), (964, 844)]",Airplane
63,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(969, 1099), (1151, 1099), (1151, 1270), (969, 1270), (969, 1099)]",Airplane
64,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(963, 1357), (1170, 1357), (1170, 1547), (963, 1547), (963, 1357)]",Airplane
65,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(973, 1595), (1159, 1595), (1159, 1762), (973, 1762), (973, 1595)]",Airplane
66,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(973, 1798), (1152, 1798), (1152, 1949), (973, 1949), (973, 1798)]",Airplane
67,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(974, 1999), (1154, 1999), (1154, 2164), (974, 2164), (974, 1999)]",Airplane
68,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(415, 2286), (627, 2286), (627, 2475), (415, 2475), (415, 2286)]",Airplane
69,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1916, 2017), (2087, 2017), (2087, 2207), (1916, 2207), (1916, 2017)]",Airplane
70,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1899, 1774), (2097, 1774), (2097, 1940), (1899, 1940), (1899, 1774)]",Airplane
71,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1911, 1577), (2096, 1577), (2096, 1737), (1911, 1737), (1911, 1577)]",Airplane
72,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1897, 1377), (2094, 1377), (2094, 1535), (1897, 1535), (1897, 1377)]",Airplane
73,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(2144, 1458), (2318, 1458), (2318, 1649), (2144, 1649), (2144, 1458)]",Airplane
74,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1541, 1431), (1668, 1431), (1668, 1521), (1541, 1521), (1541, 1431)]",Airplane
75,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1488, 705), (1660, 705), (1660, 886), (1488, 886), (1488, 705)]",Airplane
76,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1855, 630), (2076, 630), (2076, 860), (1855, 860), (1855, 630)]",Airplane
77,72fa2a77-cf8e-44a2-9ab2-f11ca63b4b72.jpg,"[(1882, 898), (2046, 898), (2046, 1064), (1882, 1064), (1882, 898)]",Airplane
78,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1748, 27), (1870, 27), (1870, 178), (1748, 178), (1748, 27)]",Airplane
79,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2057, 284), (2193, 284), (2193, 434), (2057, 434), (2057, 284)]",Airplane
80,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1570, 0), (1695, 0), (1695, 73), (1570, 73), (1570, 0)]",Truncated_airplane
81,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1602, 2513), (1724, 2513), (1724, 2559), (1602, 2559), (1602, 2513)]",Truncated_airplane
82,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(738, 2452), (860, 2452), (860, 2557), (738, 2557), (738, 2452)]",Truncated_airplane
83,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(238, 442), (318, 442), (318, 509), (238, 509), (238, 442)]",Airplane
84,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(581, 649), (727, 649), (727, 764), (581, 764), (581, 649)]",Airplane
85,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(900, 843), (980, 843), (980, 922), (900, 922), (900, 843)]",Airplane
86,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1174, 1010), (1312, 1010), (1312, 1135), (1174, 1135), (1174, 1010)]",Airplane
87,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1532, 1239), (1609, 1239), (1609, 1302), (1532, 1302), (1532, 1239)]",Airplane
88,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1724, 1041), (1837, 1041), (1837, 1155), (1724, 1155), (1724, 1041)]",Airplane
89,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1780, 1289), (1907, 1289), (1907, 1415), (1780, 1415), (1780, 1289)]",Airplane
90,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1923, 1377), (2075, 1377), (2075, 1517), (1923, 1517), (1923, 1377)]",Airplane
91,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2168, 1617), (2313, 1617), (2313, 1744), (2168, 1744), (2168, 1617)]",Airplane
92,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(1958, 2236), (2091, 2236), (2091, 2368), (1958, 2368), (1958, 2236)]",Airplane
93,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(823, 2051), (940, 2051), (940, 2189), (823, 2189), (823, 2051)]",Airplane
94,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(684, 1975), (802, 1975), (802, 2095), (684, 2095), (684, 1975)]",Airplane
95,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(262, 1699), (393, 1699), (393, 1839), (262, 1839), (262, 1699)]",Airplane
96,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(163, 2106), (297, 2106), (297, 2257), (163, 2257), (163, 2106)]",Airplane
97,2314c1b5-ec8f-4212-b42f-43365a13fd20.jpg,"[(2259, 393), (2361, 393), (2361, 519), (2259, 519), (2259, 393)]",Airplane
98,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(171, 216), (242, 216), (242, 294), (171, 294), (171, 216)]",Airplane
99,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(406, 357), (472, 357), (472, 421), (406, 421), (406, 357)]",Airplane
100,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(617, 492), (673, 492), (673, 570), (617, 570), (617, 492)]",Airplane
101,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(678, 572), (733, 572), (733, 636), (678, 636), (678, 572)]",Airplane
102,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(737, 551), (807, 551), (807, 614), (737, 614), (737, 551)]",Airplane
103,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(777, 638), (832, 638), (832, 698), (777, 698), (777, 638)]",Airplane
104,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(338, 735), (412, 735), (412, 805), (338, 805), (338, 735)]",Airplane
105,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(979, 746), (1028, 746), (1028, 799), (979, 799), (979, 746)]",Airplane
106,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1012, 701), (1049, 701), (1049, 742), (1012, 742), (1012, 701)]",Airplane
107,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1218, 829), (1268, 829), (1268, 877), (1218, 877), (1218, 829)]",Airplane
108,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1261, 864), (1321, 864), (1321, 921), (1261, 921), (1261, 864)]",Airplane
109,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1269, 931), (1326, 931), (1326, 969), (1269, 969), (1269, 931)]",Airplane
110,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1234, 938), (1279, 938), (1279, 994), (1234, 994), (1234, 938)]",Airplane
111,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1691, 492), (1764, 492), (1764, 567), (1691, 567), (1691, 492)]",Airplane
112,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1797, 745), (1865, 745), (1865, 803), (1797, 803), (1797, 745)]",Airplane
113,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1750, 822), (1822, 822), (1822, 884), (1750, 884), (1750, 822)]",Airplane
114,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1854, 1251), (1999, 1251), (1999, 1413), (1854, 1413), (1854, 1251)]",Airplane
115,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(613, 1732), (750, 1732), (750, 1846), (613, 1846), (613, 1732)]",Airplane
116,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(845, 1881), (920, 1881), (920, 1955), (845, 1955), (845, 1881)]",Airplane
117,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(993, 1972), (1064, 1972), (1064, 2038), (993, 2038), (993, 1972)]",Airplane
118,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1131, 1647), (1293, 1647), (1293, 1766), (1131, 1766), (1131, 1647)]",Airplane
119,0641acc3-c0b9-4f9d-b0ba-7ad18aa08864.jpg,"[(1611, 2354), (1754, 2354), (1754, 2473), (1611, 2473), (1611, 2354)]",Airplane
120,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(562, 269), (644, 269), (644, 341), (562, 341), (562, 269)]",Airplane
121,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(599, 407), (678, 407), (678, 466), (599, 466), (599, 407)]",Airplane
122,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(627, 516), (742, 516), (742, 602), (627, 602), (627, 516)]",Airplane
123,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(745, 903), (863, 903), (863, 997), (745, 997), (745, 903)]",Airplane
124,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(800, 1033), (890, 1033), (890, 1109), (800, 1109), (800, 1033)]",Airplane
125,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(854, 1169), (927, 1169), (927, 1229), (854, 1229), (854, 1169)]",Airplane
126,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(951, 1545), (1050, 1545), (1050, 1618), (951, 1618), (951, 1545)]",Airplane
127,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1011, 1677), (1097, 1677), (1097, 1747), (1011, 1747), (1011, 1677)]",Airplane
128,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1037, 1804), (1140, 1804), (1140, 1870), (1037, 1870), (1037, 1804)]",Airplane
129,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1343, 1629), (1432, 1629), (1432, 1700), (1343, 1700), (1343, 1629)]",Airplane
130,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1275, 1465), (1397, 1465), (1397, 1571), (1275, 1571), (1275, 1465)]",Airplane
131,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1219, 1211), (1308, 1211), (1308, 1280), (1219, 1280), (1219, 1211)]",Airplane
132,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1096, 913), (1213, 913), (1213, 1016), (1096, 1016), (1096, 913)]",Airplane
133,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1044, 774), (1177, 774), (1177, 889), (1044, 889), (1044, 774)]",Airplane
134,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1046, 650), (1118, 650), (1118, 706), (1046, 706), (1046, 650)]",Airplane
135,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(946, 493), (1080, 493), (1080, 592), (946, 592), (946, 493)]",Airplane
136,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1264, 91), (1339, 91), (1339, 171), (1264, 171), (1264, 91)]",Airplane
137,bed88cf9-7887-4bfd-a1d7-b5499ee24f03.jpg,"[(1653, 0), (1743, 0), (1743, 53), (1653, 53), (1653, 0)]",Truncated_airplane
138,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(616, 369), (706, 369), (706, 470), (616, 470), (616, 369)]",Airplane
139,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(739, 388), (870, 388), (870, 527), (739, 527), (739, 388)]",Airplane
140,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1365, 403), (1463, 403), (1463, 517), (1365, 517), (1365, 403)]",Airplane
141,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1501, 41), (1647, 41), (1647, 168), (1501, 168), (1501, 41)]",Airplane
142,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1847, 47), (1959, 47), (1959, 173), (1847, 173), (1847, 47)]",Airplane
143,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1767, 611), (1925, 611), (1925, 770), (1767, 770), (1767, 611)]",Airplane
144,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1542, 938), (1716, 938), (1716, 1070), (1542, 1070), (1542, 938)]",Airplane
145,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1704, 1098), (1848, 1098), (1848, 1217), (1704, 1217), (1704, 1098)]",Airplane
146,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1520, 1474), (1692, 1474), (1692, 1637), (1520, 1637), (1520, 1474)]",Airplane
147,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1986, 1857), (2145, 1857), (2145, 1984), (1986, 1984), (1986, 1857)]",Airplane
148,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1686, 2196), (1779, 2196), (1779, 2274), (1686, 2274), (1686, 2196)]",Airplane
149,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1572, 1882), (1668, 1882), (1668, 1974), (1572, 1974), (1572, 1882)]",Airplane
150,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(1032, 2394), (1193, 2394), (1193, 2523), (1032, 2523), (1032, 2394)]",Airplane
151,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(996, 2203), (1180, 2203), (1180, 2359), (996, 2359), (996, 2203)]",Airplane
152,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(928, 1553), (1120, 1553), (1120, 1710), (928, 1710), (928, 1553)]",Airplane
153,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(904, 1363), (1075, 1363), (1075, 1505), (904, 1505), (904, 1363)]",Airplane
154,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(511, 1413), (665, 1413), (665, 1545), (511, 1545), (511, 1413)]",Airplane
155,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(870, 1183), (1029, 1183), (1029, 1300), (870, 1300), (870, 1183)]",Airplane
156,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(798, 1022), (947, 1022), (947, 1160), (798, 1160), (798, 1022)]",Airplane
157,3463b88d-1e11-4c04-9868-e8c72d510556.jpg,"[(630, 2264), (741, 2264), (741, 2354), (630, 2354), (630, 2264)]",Airplane
158,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1598, 873), (1689, 873), (1689, 938), (1598, 938), (1598, 873)]",Airplane
159,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1433, 941), (1505, 941), (1505, 998), (1433, 998), (1433, 941)]",Airplane
160,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1110, 1070), (1195, 1070), (1195, 1129), (1110, 1129), (1110, 1070)]",Airplane
161,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(867, 1168), (972, 1168), (972, 1227), (867, 1227), (867, 1168)]",Airplane
162,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(723, 1226), (803, 1226), (803, 1283), (723, 1283), (723, 1226)]",Airplane
163,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(635, 1310), (694, 1310), (694, 1373), (635, 1373), (635, 1310)]",Airplane
164,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(750, 1645), (823, 1645), (823, 1733), (750, 1733), (750, 1645)]",Airplane
165,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1041, 1605), (1090, 1605), (1090, 1656), (1041, 1656), (1041, 1605)]",Airplane
166,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1440, 1434), (1500, 1434), (1500, 1489), (1440, 1489), (1440, 1434)]",Airplane
167,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1944, 1302), (2022, 1302), (2022, 1353), (1944, 1353), (1944, 1302)]",Airplane
168,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1972, 1372), (2058, 1372), (2058, 1422), (1972, 1422), (1972, 1372)]",Airplane
169,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(2221, 1305), (2287, 1305), (2287, 1360), (2221, 1360), (2221, 1305)]",Airplane
170,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(2247, 1379), (2323, 1379), (2323, 1430), (2247, 1430), (2247, 1379)]",Airplane
171,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(2034, 1513), (2114, 1513), (2114, 1564), (2034, 1564), (2034, 1513)]",Airplane
172,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1923, 1634), (1985, 1634), (1985, 1695), (1923, 1695), (1923, 1634)]",Airplane
173,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1851, 1650), (1905, 1650), (1905, 1707), (1851, 1707), (1851, 1650)]",Airplane
174,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1789, 1691), (1831, 1691), (1831, 1757), (1789, 1757), (1789, 1691)]",Airplane
175,1e7e0450-6eb3-479e-88c2-990abc8207fa.jpg,"[(1747, 1762), (1805, 1762), (1805, 1812), (1747, 1812), (1747, 1762)]",Airplane
